Class,discount,Holiday,PackSize,Week,Location, PromoCost ,PromotionID, stockonHand , priceSell ,Increase,pricediscount
Confection,0.1,no,Multiple,Wk1,Store5,5.07,1001,"104,965",113.93,-26.8887,102.537
Confection,0.1,no,Multiple,Wk1,Store6,27.47,1002,"165,113",134.24,21.7837,120.816
Confection,0.1,no,Multiple,Wk1,Store7,89.72,1003,"307,046",30.18,9.9681,27.162
Confection,0.1,no,Multiple,Wk1,Store8,84.85,1004,"299,186",29.86,5.2393,26.874
Confection,0.1,yes,Multiple,Wk1,Store9,83.87,1005,"188,775",106.97,-1.6893,96.273
Confection,0.1,no,Multiple,Wk20,Store1,118.7,1006,"178,889",127.21,5.6091,114.489
Confection,0.1,no,Multiple,Wk20,Store10,71.04,1007,"103,318",97.62,-61.6354,87.858
Confection,0.1,no,Multiple,Wk20,Store11,71.52,1008,"235,042",89.36,-3.736,80.424
Confection,0.1,no,Multiple,Wk20,Store12,19.17,1009,"172,943",18.29,10.6152,16.461
Confection,0.1,no,Multiple,Wk20,Store13,62.91,1010,"289,651",86.87,-2.8253,78.183
Confection,0.1,no,Multiple,Wk20,Store14,54.11,1011,"311,059",50.33,29.4311,45.297
Confection,0.1,no,Multiple,Wk20,Store15,56.2,1012,"131,366",83.05,6.7314,74.745
Confection,0.1,no,Multiple,Wk20,Store2,111.85,1013,"251,612",26.39,9.0181,23.751
Confection,0.1,yes,Multiple,Wk20,Store3,109.89,1014,"201,402",99.1,6.061,89.19
Confection,0.1,no,Multiple,Wk20,Store4,88.38,1015,"253,647",29.48,7.3941,26.532
Confection,0.1,no,Multiple,Wk20,Store5,3.93,1016,"123,692",20.59,3.8983,18.531
Confection,0.1,yes,Multiple,Wk20,Store6,47.6,1017,"250,176",106.79,9.2321,96.111
Confection,0.1,no,Multiple,Wk20,Store7,47.49,1018,"199,697",118.61,6.3313,106.749
Confection,0.1,no,Multiple,Wk20,Store8,14.84,1019,"260,146",44,3.0109,39.6
Confection,0.1,no,Multiple,Wk20,Store9,6.91,1020,"179,132",134.11,13.8721,120.699
Confection,0.1,no,Multiple,Wk21,Store1,45.83,1001,"274,373",128.7,12.2352,115.83
Confection,0.1,no,Multiple,Wk21,Store10,59.92,1002,"307,189",77.18,11.9098,69.462
Confection,0.1,no,Multiple,Wk21,Store11,8.48,1003,"302,173",63.47,13.4125,57.123
Confection,0.1,no,Multiple,Wk21,Store12,65.17,1004,"192,984",43.9,11.7574,39.51
Confection,0.1,no,Multiple,Wk21,Store13,34.47,1005,"223,707",130.52,19.724,117.468
Confection,0.1,no,Multiple,Wk21,Store14,20.48,1006,"295,671",60.76,6.8276,54.684
Confection,0.1,yes,Multiple,Wk21,Store15,75.95,1007,"211,633",44.45,14.0407,40.005
Confection,0.1,no,Multiple,Wk21,Store2,0.05,1008,"177,025",16,30.1784,14.4
Confection,0.1,no,Multiple,Wk21,Store3,20.97,1009,"153,287",129.39,26.079,116.451
Confection,0.1,no,Multiple,Wk21,Store4,0.26,1010,"157,084",116.18,30.0485,104.562
Confection,0.1,no,Multiple,Wk21,Store5,141.45,1011,"204,532",37.6,11.0133,33.84
Confection,0.1,no,Multiple,Wk21,Store6,11.73,1012,"219,040",82.69,4.0232,74.421
Confection,0.1,no,Multiple,Wk21,Store7,61.6,1013,"304,570",77.28,6.6029,69.552
Confection,0.1,no,Multiple,Wk21,Store8,32.88,1014,"265,924",21.48,9.6765,19.332
Confection,0.1,no,Multiple,Wk21,Store9,67.7,1015,"169,010",67.41,12.3028,60.669
Confection,0.1,yes,Multiple,Wk22,Store1,86.51,1016,"234,672",88.94,5.5154,80.046
Confection,0.1,yes,Multiple,Wk22,Store10,16.73,1017,"103,031",94.3,-58.976,84.87
Confection,0.1,yes,Multiple,Wk22,Store11,6.43,1018,"258,953",61.12,8.2086,55.008
Confection,0.1,no,Multiple,Wk22,Store12,35.38,1019,"176,693",110.22,2.6692,99.198
Confection,0.1,yes,Multiple,Wk22,Store13,10.88,1020,"270,476",129.83,1.7658,116.847
Confection,0.1,no,Multiple,Wk22,Store14,24.63,1001,"139,029",53.3,-1.174,47.97
Confection,0.1,no,Multiple,Wk22,Store15,68.73,1002,"192,015",124.88,25.2307,112.392
Confection,0.1,no,Multiple,Wk22,Store2,75.74,1003,"134,660",60.83,18.686,54.747
Confection,0.1,no,Multiple,Wk22,Store3,17.91,1004,"262,004",59.16,21.2641,53.244
Confection,0.1,yes,Multiple,Wk22,Store4,75.5,1005,"130,912",91.19,8.4711,82.071
Confection,0.1,no,Multiple,Wk22,Store5,68.48,1006,"193,930",133.35,7.1006,120.015
Confection,0.1,no,Multiple,Wk22,Store6,36.49,1007,"106,662",120.54,-33.357,108.486
Confection,0.1,no,Multiple,Wk22,Store7,52.91,1008,"204,847",85.51,19.3135,76.959
Confection,0.1,no,Multiple,Wk22,Store8,24.82,1009,"119,470",104.82,17.8703,94.338
Confection,0.1,yes,Multiple,Wk22,Store9,24.08,1010,"222,334",92.17,6.3189,82.953
Confection,0.1,yes,Multiple,Wk23,Store1,45.81,1011,"278,244",48.57,-0.0498,43.713
Confection,0.1,no,Multiple,Wk23,Store10,64.59,1012,"138,561",90.65,6.9275,81.585
Confection,0.1,no,Multiple,Wk23,Store11,62.75,1013,"155,913",138.19,14.7755,124.371
Confection,0.1,no,Multiple,Wk23,Store12,40.24,1014,"278,352",78.37,20.3222,70.533
Confection,0.1,no,Multiple,Wk23,Store13,100.74,1015,"171,855",123.59,5.855,111.231
Confection,0.1,no,Multiple,Wk23,Store14,46.1,1016,"144,649",75.46,25.2914,67.914
Confection,0.1,no,Multiple,Wk23,Store15,44.16,1017,"228,399",88.36,8.1226,79.524
Confection,0.1,no,Multiple,Wk23,Store2,40.01,1018,"151,007",72.66,34.4761,65.394
Confection,0.1,no,Multiple,Wk23,Store3,12.56,1019,"300,856",101.91,7.8104,91.719
Confection,0.1,no,Multiple,Wk23,Store4,4.23,1020,"140,172",121.6,23.5521,109.44
Confection,0.1,yes,Multiple,Wk23,Store5,6.66,1001,"255,537",135.48,5.2244,121.932
Confection,0.1,no,Multiple,Wk23,Store6,36.75,1002,"286,417",45.45,9.1822,40.905
Confection,0.1,no,Multiple,Wk23,Store7,73.08,1003,"262,900",27.91,-3.4109,25.119
Confection,0.1,no,Multiple,Wk23,Store8,62.2,1004,"225,033",63.41,4.6937,57.069
Confection,0.1,no,Multiple,Wk23,Store9,40.04,1005,"307,212",80.61,15.2499,72.549
Confection,0.1,no,Multiple,Wk24,Store1,67.09,1006,"214,752",33.51,5.1493,30.159
Confection,0.1,yes,Multiple,Wk24,Store10,103.57,1007,"260,747",75.47,-5.7029,67.923
Confection,0.1,no,Multiple,Wk24,Store11,118.32,1008,"110,646",116.34,-4.4122,104.706
Confection,0.1,yes,Multiple,Wk24,Store12,12.86,1009,"208,493",120.63,15.9482,108.567
Confection,0.1,no,Multiple,Wk24,Store13,0.31,1010,"194,413",34.27,33.4073,30.843
Confection,0.1,no,Multiple,Wk24,Store14,57.84,1011,"210,294",35.06,8.1749,31.554
Confection,0.1,no,Multiple,Wk24,Store15,126.59,1012,"246,781",101.05,-9.0981,90.945
Confection,0.1,no,Multiple,Wk24,Store2,105.4,1013,"298,521",111.54,6.8599,100.386
Confection,0.1,no,Multiple,Wk24,Store3,14.18,1014,"275,162",38.39,3.6099,34.551
Confection,0.1,yes,Multiple,Wk24,Store4,24.65,1015,"196,183",27.67,20.6868,24.903
Confection,0.1,no,Multiple,Wk24,Store5,10.51,1016,"120,698",114.64,14.5342,103.176
Confection,0.1,no,Multiple,Wk24,Store6,1.85,1017,"159,261",116.78,16.3121,105.102
Confection,0.1,no,Multiple,Wk24,Store7,51.89,1018,"142,685",109.05,-4.5572,98.145
Confection,0.1,yes,Multiple,Wk24,Store8,12.6,1019,"232,797",46.5,11.7009,41.85
Confection,0.1,no,Multiple,Wk24,Store9,0.67,1020,"251,690",87.62,2.3446,78.858
Confection,0.1,no,Multiple,Wk25,Store1,8.03,1001,"107,141",43.14,-13.5062,38.826
Confection,0.1,no,Multiple,Wk25,Store10,5.03,1002,"181,209",87.57,22.4653,78.813
Confection,0.1,no,Multiple,Wk25,Store11,78.85,1003,"113,094",102.81,-1.0494,92.529
Confection,0.1,no,Multiple,Wk25,Store12,69.9,1004,"303,985",123.19,9.2505,110.871
Confection,0.1,no,Multiple,Wk25,Store13,0.8,1005,"230,030",79.4,10.4913,71.46
Confection,0.1,no,Multiple,Wk25,Store14,2.07,1006,"309,264",88.22,15.3404,79.398
Confection,0.1,no,Multiple,Wk25,Store15,45.36,1007,"129,115",84.77,14.0183,76.293
Confection,0.1,no,Multiple,Wk25,Store2,4.4,1008,"273,107",82.77,4.0707,74.493
Confection,0.1,no,Multiple,Wk25,Store3,129.83,1009,"185,205",82.7,-8.0092,74.43
Confection,0.1,no,Multiple,Wk25,Store4,51.01,1010,"244,853",84.12,-5.9127,75.708
Confection,0.1,no,Multiple,Wk25,Store5,108.95,1011,"258,904",80,2.1398,72
Confection,0.1,no,Multiple,Wk25,Store6,30.35,1012,"281,644",120.45,3.5543,108.405
Confection,0.1,yes,Multiple,Wk25,Store7,48.22,1013,"278,901",110.34,4.2654,99.306
Confection,0.1,no,Multiple,Wk25,Store8,55.28,1014,"268,895",137.31,-5.5229,123.579
Confection,0.1,no,Multiple,Wk25,Store9,63.21,1015,"132,042",46.89,10.4173,42.201
Confection,0.1,no,Multiple,Wk26,Store1,82.52,1016,"111,581",43.81,-2.2511,39.429
Confection,0.1,no,Multiple,Wk26,Store10,31.8,1017,"195,738",136.17,8.7061,122.553
Confection,0.1,no,Multiple,Wk26,Store11,47.32,1018,"151,497",75.76,18.0892,68.184
Confection,0.1,no,Multiple,Wk26,Store12,147.59,1019,"206,012",104.35,-7.6345,93.915
Confection,0.1,no,Multiple,Wk26,Store13,33.99,1020,"112,208",84.34,-6.5925,75.906
Confection,0.1,no,Multiple,Wk26,Store14,25.19,1001,"284,445",27.78,3.6672,25.002
Confection,0.1,no,Multiple,Wk26,Store15,80.51,1002,"267,116",116.08,1.3275,104.472
Confection,0.1,no,Multiple,Wk26,Store2,48.52,1003,"251,301",136.25,1.4483,122.625
Confection,0.1,no,Multiple,Wk26,Store3,109.92,1004,"202,130",20.16,13.6835,18.144
Confection,0.1,no,Multiple,Wk26,Store4,30.38,1005,"272,480",71.22,0.1354,64.098
Confection,0.1,no,Multiple,Wk26,Store5,17.97,1006,"197,903",66.1,15.2019,59.49
Confection,0.1,no,Multiple,Wk26,Store6,53.12,1007,"287,513",88.89,-2.6102,80.001
Confection,0.1,yes,Multiple,Wk26,Store7,28.96,1008,"275,901",53.31,0.8522,47.979
Confection,0.1,no,Multiple,Wk26,Store8,62.59,1009,"171,809",107.78,4.7403,97.002
Confection,0.1,no,Multiple,Wk26,Store9,25.87,1010,"192,529",50.31,8.1665,45.279
Confection,0.1,no,Multiple,Wk27,Store1,33.38,1011,"265,432",29.38,10.9458,26.442
Confection,0.1,no,Multiple,Wk27,Store10,114.42,1012,"152,868",63.58,6.4044,57.222
Confection,0.1,no,Multiple,Wk27,Store11,101.28,1013,"215,996",88.26,7.5233,79.434
Confection,0.1,no,Multiple,Wk27,Store12,93.02,1014,"180,538",56.06,42.121,50.454
Confection,0.1,no,Multiple,Wk27,Store13,65.75,1015,"174,823",74.96,8.1389,67.464
Confection,0.1,no,Multiple,Wk27,Store14,64.56,1016,"273,537",136.85,4.0029,123.165
Confection,0.1,no,Multiple,Wk27,Store15,34.48,1017,"124,511",39.27,-3.7253,35.343
Confection,0.1,no,Multiple,Wk27,Store2,55.59,1018,"284,644",75.59,3.4442,68.031
Confection,0.1,no,Multiple,Wk27,Store3,93.02,1019,"133,077",104.31,37.2342,93.879
Confection,0.1,no,Multiple,Wk27,Store4,90.5,1020,"173,591",81.31,25.6768,73.179
Confection,0.1,yes,Multiple,Wk27,Store5,46.76,1001,"222,729",87.62,7.4196,78.858
Confection,0.1,no,Multiple,Wk27,Store6,27.25,1002,"188,375",92.95,-3.6576,83.655
Confection,0.1,no,Multiple,Wk27,Store7,25.58,1003,"284,683",98.41,8.1586,88.569
Confection,0.1,no,Multiple,Wk27,Store8,29.27,1004,"207,237",50.22,47.2625,45.198
Confection,0.1,no,Multiple,Wk27,Store9,55.04,1005,"205,849",39.84,2.3067,35.856
Confection,0.1,no,Multiple,Wk28,Store1,47.52,1006,"109,259",19.43,-2.8847,17.487
Confection,0.1,no,Multiple,Wk28,Store10,120.77,1007,"254,422",118.71,0.7938,106.839
Confection,0.1,no,Multiple,Wk28,Store11,31.16,1008,"144,805",57.58,7.5795,51.822
Confection,0.1,no,Multiple,Wk28,Store12,36.11,1009,"223,952",75.36,-5.5619,67.824
Confection,0.1,no,Multiple,Wk28,Store13,76.26,1010,"179,906",135.07,14.882,121.563
Confection,0.1,no,Multiple,Wk28,Store14,54.61,1011,"154,348",28.49,1.31,25.641
Confection,0.1,no,Multiple,Wk28,Store15,5.04,1012,"198,215",23.51,13.026,21.159
Confection,0.1,no,Multiple,Wk28,Store2,51.65,1013,"233,027",24.09,18.4331,21.681
Confection,0.1,no,Multiple,Wk28,Store3,94.34,1014,"146,816",109.5,32.9055,98.55
Confection,0.1,no,Multiple,Wk28,Store4,65.78,1015,"231,771",113.6,3.2365,102.24
Confection,0.1,no,Multiple,Wk28,Store5,37.3,1016,"250,161",126.17,6.3921,113.553
Confection,0.1,no,Multiple,Wk28,Store6,39.92,1017,"104,922",129.61,-33.9353,116.649
Confection,0.1,no,Multiple,Wk28,Store7,32.08,1018,"292,095",131.41,7.248,118.269
Confection,0.1,no,Multiple,Wk28,Store8,33.88,1019,"308,140",88.93,14.5632,80.037
Confection,0.1,no,Multiple,Wk28,Store9,48.81,1020,"205,969",61.32,13.5128,55.188
Confection,0.1,no,Multiple,Wk29,Store1,40.74,1001,"273,815",84.32,7.5885,75.888
Confection,0.1,no,Multiple,Wk29,Store10,33.19,1002,"103,470",126.98,-53.1099,114.282
Confection,0.1,no,Multiple,Wk29,Store11,47.8,1003,"171,378",111.05,-12.1868,99.945
Confection,0.1,no,Multiple,Wk29,Store12,148.68,1004,"215,167",56.33,14.9662,50.697
Confection,0.1,no,Multiple,Wk29,Store13,104.08,1005,"208,205",30.15,0.7323,27.135
Confection,0.1,no,Multiple,Wk29,Store14,55.32,1006,"293,821",73.78,9.2289,66.402
Confection,0.1,no,Multiple,Wk29,Store15,29.46,1007,"298,068",34.74,7.5224,31.266
Confection,0.1,no,Multiple,Wk29,Store2,144.38,1008,"308,156",20.37,16.1349,18.333
Confection,0.1,no,Multiple,Wk29,Store3,104.17,1009,"215,703",89.83,4.4799,80.847
Confection,0.1,no,Multiple,Wk29,Store4,23.6,1010,"248,907",136.74,-4.6667,123.066
Confection,0.1,yes,Multiple,Wk29,Store5,45.48,1011,"234,726",32.27,8.6455,29.043
Confection,0.1,no,Multiple,Wk29,Store6,14.32,1012,"189,730",45.88,18.7654,41.292
Confection,0.1,no,Multiple,Wk29,Store7,58.34,1013,"250,303",97.3,-4.9897,87.57
Confection,0.1,yes,Multiple,Wk29,Store8,35,1014,"173,355",98.47,4.3495,88.623
Confection,0.1,no,Multiple,Wk29,Store9,17.1,1015,"110,840",136.79,8.2953,123.111
Confection,0.1,no,Multiple,Wk2,Store1,18.99,1016,"288,061",48.39,16.3563,43.551
Confection,0.1,no,Multiple,Wk2,Store10,99.2,1017,"123,774",61.66,14.6701,55.494
Confection,0.1,no,Multiple,Wk2,Store11,5.75,1018,"165,447",38.5,22.8183,34.65
Confection,0.1,no,Multiple,Wk2,Store12,79.56,1019,"151,070",135.7,21.984,122.13
Confection,0.1,yes,Multiple,Wk2,Store13,8.73,1020,"289,846",111.52,13.8215,100.368
Confection,0.1,no,Multiple,Wk2,Store14,22.42,1001,"292,003",25.48,3.2568,22.932
Confection,0.1,yes,Multiple,Wk2,Store15,223.59,1002,"176,890",62.53,-3.5624,56.277
Confection,0.1,no,Multiple,Wk2,Store2,58.45,1003,"232,717",85.22,3.574,76.698
Confection,0.1,no,Multiple,Wk2,Store3,34.94,1004,"152,589",43.14,14.9051,38.826
Confection,0.1,no,Multiple,Wk2,Store4,65.34,1005,"123,143",72.03,27.2047,64.827
Confection,0.1,yes,Multiple,Wk2,Store5,1.18,1006,"234,417",20.27,39.0634,18.243
Confection,0.1,no,Multiple,Wk2,Store6,38.62,1007,"222,937",117.59,0.6393,105.831
Confection,0.1,yes,Multiple,Wk2,Store7,54.33,1008,"226,802",65.67,-13.3853,59.103
Confection,0.1,yes,Multiple,Wk2,Store8,82.99,1009,"261,676",55.03,6.104,49.527
Confection,0.1,yes,Multiple,Wk2,Store9,117.6,1010,"268,676",32,-5.0953,28.8
Confection,0.1,no,Multiple,Wk30,Store1,30.66,1011,"121,380",119.26,21.369,107.334
Confection,0.1,no,Multiple,Wk30,Store10,17.07,1012,"294,818",133.83,9.6795,120.447
Confection,0.1,no,Multiple,Wk30,Store11,31.13,1013,"311,632",82.06,33.5749,73.854
Confection,0.1,yes,Multiple,Wk30,Store12,183.59,1014,"111,818",87.45,-0.1047,78.705
Confection,0.1,no,Multiple,Wk30,Store13,26.87,1015,"243,922",71.01,-6.8542,63.909
Confection,0.1,no,Multiple,Wk30,Store14,40.81,1016,"306,732",133.16,17.5842,119.844
Drink,0.1,no,Multiple,Wk30,Store15,15.17,1017,"230,256",65.11,-7.9393,58.599
Confection,0.1,no,Multiple,Wk30,Store15,77.19,1018,"140,954",41.45,4.4193,37.305
Confection,0.1,no,Multiple,Wk30,Store2,21.39,1019,"210,242",38.08,6.2996,34.272
Confection,0.1,no,Multiple,Wk30,Store3,2.76,1020,"278,755",26.55,8.8342,23.895
Confection,0.1,no,Multiple,Wk30,Store4,51.95,1001,"250,687",61.38,6.2591,55.242
Confection,0.1,no,Multiple,Wk30,Store5,15.39,1002,"283,169",27.99,4.7598,25.191
Confection,0.1,no,Multiple,Wk30,Store6,33.21,1003,"195,103",99.99,27.0788,89.991
Confection,0.1,yes,Multiple,Wk30,Store7,85.63,1004,"170,735",126.22,13.8445,113.598
Confection,0.1,yes,Multiple,Wk30,Store8,60.35,1005,"223,860",124.92,3.2472,112.428
Confection,0.1,no,Multiple,Wk30,Store9,35.3,1006,"165,198",109.82,13.6313,98.838
Confection,0.1,no,Multiple,Wk31,Store1,29.49,1007,"153,263",24.87,29.8961,22.383
Confection,0.1,no,Multiple,Wk31,Store10,40.28,1008,"285,193",41.87,-1.1351,37.683
Confection,0.1,no,Multiple,Wk31,Store11,69.72,1009,"172,969",73.46,7.373,66.114
Confection,0.1,no,Multiple,Wk31,Store12,7.24,1010,"117,021",58.6,-0.4292,52.74
Confection,0.1,no,Multiple,Wk31,Store13,171.19,1011,"302,795",51.9,9.6774,46.71
Confection,0.1,no,Multiple,Wk31,Store14,61.23,1012,"174,902",94.59,28.1592,85.131
Drink,0.1,yes,Multiple,Wk31,Store15,42.68,1013,"128,585",114.16,45.1754,102.744
Confection,0.1,no,Multiple,Wk31,Store15,62.32,1014,"111,950",133.07,-1.5018,119.763
Confection,0.1,no,Multiple,Wk31,Store2,21.45,1015,"112,949",119.1,10.5482,107.19
Confection,0.1,no,Multiple,Wk31,Store3,27.68,1016,"231,972",120.72,11.9663,108.648
Confection,0.1,no,Multiple,Wk31,Store4,9.32,1017,"242,680",92.58,-2.5276,83.322
Confection,0.1,yes,Multiple,Wk31,Store5,22.24,1018,"111,854",36.5,-13.5607,32.85
Confection,0.1,no,Multiple,Wk31,Store6,22.65,1019,"258,942",33.63,12.8251,30.267
Confection,0.1,no,Multiple,Wk31,Store7,5.83,1020,"238,347",97.05,5.7911,87.345
Confection,0.1,yes,Multiple,Wk31,Store8,34.3,1001,"159,495",98.46,7.8347,88.614
Confection,0.1,no,Multiple,Wk31,Store9,18.82,1002,"188,434",121.12,20.1167,109.008
Confection,0.1,no,Multiple,Wk32,Store1,5.32,1003,"224,590",51.59,22.9237,46.431
Confection,0.1,no,Multiple,Wk32,Store10,41.9,1004,"103,319",105.31,-47.655,94.779
Confection,0.1,yes,Multiple,Wk32,Store11,53.62,1005,"168,465",53.97,-3.8264,48.573
Confection,0.1,yes,Multiple,Wk32,Store12,46.52,1006,"261,259",76.93,7.596,69.237
Confection,0.1,no,Multiple,Wk32,Store13,7.4,1007,"159,095",18.27,16.3275,16.443
Confection,0.1,no,Multiple,Wk32,Store14,134.68,1008,"162,959",129.54,25.0225,116.586
Drink,0.1,no,Multiple,Wk32,Store15,78.89,1009,"237,052",19.8,14.653,17.82
Confection,0.1,no,Multiple,Wk32,Store15,1.01,1010,"277,628",20.95,4.4652,18.855
Confection,0.1,yes,Multiple,Wk32,Store2,20.77,1011,"136,647",25.9,-5.1649,23.31
Confection,0.1,no,Multiple,Wk32,Store3,152.68,1012,"128,737",120.9,8.8211,108.81
Confection,0.1,no,Multiple,Wk32,Store4,75.56,1013,"261,914",84.89,12.6069,76.401
Confection,0.1,yes,Multiple,Wk32,Store5,5.96,1014,"172,632",54.9,34.4151,49.41
Confection,0.1,no,Multiple,Wk32,Store6,55.55,1015,"223,216",30.61,-0.5873,27.549
Confection,0.1,no,Multiple,Wk32,Store7,64.75,1016,"202,562",96.58,15.071,86.922
Confection,0.1,no,Multiple,Wk32,Store8,11.9,1017,"304,232",109.13,7.7302,98.217
Confection,0.1,no,Multiple,Wk32,Store9,51.01,1018,"201,249",85.46,-1.9927,76.914
Confection,0.1,no,Multiple,Wk33,Store1,31.37,1019,"170,249",86.03,16.2604,77.427
Confection,0.1,no,Multiple,Wk33,Store10,25.75,1020,"139,481",111.68,23.8211,100.512
Confection,0.1,no,Multiple,Wk33,Store11,39.38,1001,"253,615",60.01,6.8813,54.009
Confection,0.1,no,Multiple,Wk33,Store12,148.63,1002,"292,032",69.16,8.3811,62.244
Confection,0.1,yes,Multiple,Wk33,Store13,13.56,1003,"214,931",27.06,12.0039,24.354
Confection,0.1,no,Multiple,Wk33,Store14,7.86,1004,"240,894",117.49,15.834,105.741
Drink,0.1,yes,Multiple,Wk33,Store15,171.84,1005,"215,972",44.7,-4.8214,40.23
Confection,0.1,no,Multiple,Wk33,Store15,16.37,1006,"117,855",107.68,4.9355,96.912
Confection,0.1,no,Multiple,Wk33,Store2,92.89,1007,"263,849",88.27,-3.5042,79.443
Confection,0.1,yes,Multiple,Wk33,Store3,12.43,1008,"266,111",73.71,9.872,66.339
Confection,0.1,no,Multiple,Wk33,Store4,6.59,1009,"174,800",58.57,8.4289,52.713
Confection,0.1,no,Multiple,Wk33,Store5,62.77,1010,"110,184",94.42,-31.431,84.978
Confection,0.1,no,Multiple,Wk33,Store6,76.71,1011,"107,422",25.74,-18.3782,23.166
Confection,0.1,no,Multiple,Wk33,Store7,15.21,1012,"212,391",123.69,1.0805,111.321
Confection,0.1,no,Multiple,Wk33,Store8,28.43,1013,"249,317",81.09,1.8591,72.981
Confection,0.1,no,Multiple,Wk33,Store9,72.48,1014,"226,238",21.61,-11.4785,19.449
Confection,0.1,no,Multiple,Wk34,Store1,11.32,1015,"285,698",20.14,6.2221,18.126
Confection,0.1,no,Multiple,Wk34,Store10,36.66,1016,"301,819",136.74,3.899,123.066
Confection,0.1,yes,Multiple,Wk34,Store11,54.5,1017,"188,645",69.97,-3.6907,62.973
Confection,0.1,no,Multiple,Wk34,Store12,10.34,1018,"133,821",28.69,14.3678,25.821
Confection,0.1,no,Multiple,Wk34,Store13,39.82,1019,"116,497",28.62,6.4095,25.758
Confection,0.1,no,Multiple,Wk34,Store14,42.23,1020,"267,757",60.5,9.072,54.45
Drink,0.1,yes,Multiple,Wk34,Store15,26.5,1001,"180,238",103.89,15.3919,93.501
Confection,0.1,yes,Multiple,Wk34,Store15,97.19,1002,"180,903",74.85,9.1916,67.365
Confection,0.1,no,Multiple,Wk34,Store2,32.09,1003,"188,622",129.02,6.0023,116.118
Confection,0.1,no,Multiple,Wk34,Store3,54.9,1004,"212,012",55.53,-10.5054,49.977
Confection,0.1,no,Multiple,Wk34,Store4,7.71,1005,"154,888",83.16,27.3032,74.844
Confection,0.1,no,Multiple,Wk34,Store5,24.8,1006,"284,254",21.07,9.5722,18.963
Confection,0.1,yes,Multiple,Wk34,Store6,89.37,1007,"305,910",58.76,-0.7817,52.884
Confection,0.1,no,Multiple,Wk34,Store7,14.42,1008,"271,557",62.49,1.6784,56.241
Confection,0.1,no,Multiple,Wk34,Store8,39.02,1009,"222,290",45.88,-1.3586,41.292
Confection,0.1,no,Multiple,Wk34,Store9,59.95,1010,"268,569",122.83,-10.7433,110.547
Confection,0.1,no,Multiple,Wk35,Store1,26.04,1011,"211,533",54.64,6.5469,49.176
Confection,0.1,no,Multiple,Wk35,Store10,18.71,1012,"190,409",71.42,6.7666,64.278
Confection,0.1,no,Multiple,Wk35,Store11,44.68,1013,"121,485",68.27,5.0674,61.443
Confection,0.1,no,Multiple,Wk35,Store12,9.6,1014,"143,332",97.18,4.5426,87.462
Confection,0.1,yes,Multiple,Wk35,Store13,207.21,1015,"267,982",47.17,0.0489,42.453
Confection,0.1,yes,Multiple,Wk35,Store14,47.12,1016,"133,339",82.73,9.7126,74.457
Confection,0.1,no,Multiple,Wk35,Store15,26.16,1017,"186,241",136.81,9.623,123.129
Confection,0.1,no,Multiple,Wk35,Store2,106.05,1018,"277,652",63.29,3.7866,56.961
Confection,0.1,no,Multiple,Wk35,Store3,7.42,1019,"110,445",44.6,-20.9545,40.14
Confection,0.1,yes,Multiple,Wk35,Store4,14.61,1020,"155,642",87.53,12.4863,78.777
Confection,0.1,no,Multiple,Wk35,Store5,50.37,1001,"147,273",92.11,22.6769,82.899
Confection,0.1,no,Multiple,Wk35,Store6,27.92,1002,"129,148",118.22,15.7852,106.398
Confection,0.1,no,Multiple,Wk35,Store7,89.01,1003,"256,833",74.01,1.2341,66.609
Confection,0.1,no,Multiple,Wk35,Store8,13.6,1004,"239,796",94.21,30.3972,84.789
Confection,0.1,yes,Multiple,Wk35,Store9,45.73,1005,"162,396",128.42,14.5903,115.578
Confection,0.1,no,Multiple,Wk36,Store1,4.82,1006,"262,152",64.72,12.2783,58.248
Confection,0.1,yes,Multiple,Wk36,Store10,9.59,1007,"159,797",51.15,33.1704,46.035
Confection,0.1,yes,Multiple,Wk36,Store11,138.34,1008,"175,253",86.6,17.3252,77.94
Confection,0.1,no,Multiple,Wk36,Store12,20.95,1009,"303,637",97.23,7.5762,87.507
Confection,0.1,no,Multiple,Wk36,Store13,76.61,1010,"294,400",21.91,3.7586,19.719
Confection,0.1,no,Multiple,Wk36,Store14,61.13,1011,"153,366",21.67,25.04,19.503
Confection,0.1,yes,Multiple,Wk36,Store15,29.38,1012,"286,470",47.94,4.9339,43.146
Confection,0.1,no,Multiple,Wk36,Store2,26.58,1013,"154,903",137.88,12.5972,124.092
Confection,0.1,no,Multiple,Wk36,Store3,44.7,1014,"210,109",135.89,18.4594,122.301
Confection,0.1,no,Multiple,Wk36,Store4,5.02,1015,"231,326",118.05,19.1522,106.245
Confection,0.1,no,Multiple,Wk36,Store5,81.15,1016,"309,563",117.65,15.5119,105.885
Confection,0.1,no,Multiple,Wk36,Store6,41.16,1017,"174,683",42.49,12.6445,38.241
Confection,0.1,yes,Multiple,Wk36,Store7,21.89,1018,"258,828",126.41,8.1658,113.769
Confection,0.1,no,Multiple,Wk36,Store8,117.48,1019,"136,728",129.06,17.0812,116.154
Confection,0.1,no,Multiple,Wk36,Store9,159.74,1020,"285,305",138.29,7.3569,124.461
Confection,0.1,yes,Multiple,Wk37,Store1,168.86,1001,"187,258",87.49,7.2829,78.741
Confection,0.1,no,Multiple,Wk37,Store10,26.55,1002,"114,714",135.46,1.1438,121.914
Confection,0.1,no,Multiple,Wk37,Store11,114.31,1003,"262,614",97.02,9.6343,87.318
